name,color,top,left,font_size,R,G,B,cluster,cluster_name
huapango,#af8924,0.47394382279059144,0.7406666666666667,101,0.6862745098039216,0.5372549019607843,0.1411764705882353,8,musica mexicana
japanese folk,#689611,0.6575473852477735,0.384,101,0.40784313725490196,0.5882352941176471,0.06666666666666667,11,classic rock
musica gaucha,#d57702,0.28444850422470885,0.652,101,0.8352941176470589,0.4666666666666667,0.00784313725490196,7,dance pop
azeri rap,#978d09,0.38424297784882394,0.6873333333333334,101,0.592156862745098,0.5529411764705883,0.03529411764705882,7,dance pop
cumbia amazonica,#b88f23,0.47389815026261706,0.6526666666666666,101,0.7215686274509804,0.5607843137254902,0.13725490196078433,8,musica mexicana
samba-enredo,#b4730d,0.5334551267412652,0.5466666666666666,101,0.7058823529411765,0.45098039215686275,0.050980392156862744,8,musica mexicana
abstract beats,#998171,0.3576158940397351,0.61,101,0.6,0.5058823529411764,0.44313725490196076,13,edm
dutch drill,#92900a,0.30344827586206896,0.7693333333333333,101,0.5725490196078431,0.5647058823529412,0.0392156862745098,7,dance pop
instrumental math rock,#b677ac,0.44462205983101166,0.3486666666666667,101,0.7137254901960784,0.4666666666666667,0.6745098039215687,3,sleep
vgm remix,#c08da2,0.07919616350765014,0.6046666666666667,101,0.7529411764705882,0.5529411764705883,0.6352941176470588,2,deep house
palestinian hip hop,#9b8b10,0.48956382735784426,0.6453333333333333,101,0.6078431372549019,0.5450980392156862,0.06274509803921569,8,musica mexicana
touhou,#be7c69,0.17419502169445078,0.3413333333333333,101,0.7450980392156863,0.48627450980392156,0.4117647058823529,13,edm
modern jazz trio,#46a0b7,0.7703128568166248,0.5913333333333334,101,0.27450980392156865,0.6274509803921569,0.7176470588235294,10,lo-fi beats
german boom bap,#998031,0.42740351678465405,0.754,101,0.6,0.5019607843137255,0.19215686274509805,8,musica mexicana
8d,#6957aa,0.6503311258278146,0.182,101,0.4117647058823529,0.3411764705882353,0.6666666666666666,3,sleep
timba,#bc8007,0.5679378853619548,0.6893333333333334,101,0.7372549019607844,0.5019607843137255,0.027450980392156862,8,musica mexicana
london indie,#a78220,0.35638273578442564,0.338,101,0.6549019607843137,0.5098039215686274,0.12549019607843137,5,rock
melodic groove metal,#ee4826,0.20886047042703815,0.12733333333333333,101,0.9333333333333333,0.2823529411764706,0.14901960784313725,6,modern rock
japanese indie rock,#c27420,0.23612696962776888,0.25466666666666665,101,0.7607843137254902,0.4549019607843137,0.12549019607843137,6,modern rock
progressive trance house,#bc8eb4,0.043206211463804524,0.692,101,0.7372549019607844,0.5568627450980392,0.7058823529411765,2,deep house
emo trap italiana,#a29102,0.3143183375199817,0.5433333333333333,101,0.6352941176470588,0.5686274509803921,0.00784313725490196,1,pop
vintage tollywood,#81852b,0.8403745147293903,0.5106666666666667,101,0.5058823529411764,0.5215686274509804,0.16862745098039217,9,adult standards
french worship,#709713,0.5904087691253711,0.31,101,0.4392156862745098,0.592156862745098,0.07450980392156863,11,classic rock
russian chanson,#bb7d03,0.18063484813884448,0.61,101,0.7333333333333333,0.49019607843137253,0.011764705882352941,7,dance pop
relaxative,#2babcd,0.7471112126056177,0.5226666666666666,101,0.16862745098039217,0.6705882352941176,0.803921568627451,4,classical
brega saudade,#a68d08,0.3285224937200274,0.5633333333333334,101,0.6509803921568628,0.5529411764705883,0.03137254901960784,1,pop
turkce trap metal,#a9881a,0.21032199132221968,0.5666666666666667,101,0.6627450980392157,0.5333333333333333,0.10196078431372549,7,dance pop
collage pop,#90795a,0.5328613838775976,0.35133333333333333,101,0.5647058823529412,0.4745098039215686,0.35294117647058826,5,rock
choro,#66976f,0.7902260790134734,0.594,101,0.4,0.592156862745098,0.43529411764705883,10,lo-fi beats
leipzig electronic,#a397be,0.06088147978990637,0.836,101,0.6392156862745098,0.592156862745098,0.7450980392156863,2,deep house
kleinkunst,#7b930f,0.531719570678237,0.52,101,0.4823529411764706,0.5764705882352941,0.058823529411764705,11,classic rock
rap regio,#929816,0.25535510390500116,0.6946666666666667,101,0.5725490196078431,0.596078431372549,0.08627450980392157,7,dance pop
new england americana,#769415,0.636994747659283,0.4026666666666667,101,0.4627450980392157,0.5803921568627451,0.08235294117647059,11,classic rock
pittsburgh indie,#9e7f2f,0.5128111440968257,0.30666666666666664,101,0.6196078431372549,0.4980392156862745,0.1843137254901961,5,rock
dark cabaret,#868624,0.6143868463119434,0.386,101,0.5254901960784314,0.5254901960784314,0.1411764705882353,11,classic rock
musica cristiana guatemalteca,#959312,0.5132221968485956,0.5953333333333334,101,0.5843137254901961,0.5764705882352941,0.07058823529411765,8,musica mexicana
kodomo no ongaku,#7e940e,0.5560173555606303,0.6906666666666667,101,0.49411764705882355,0.5803921568627451,0.054901960784313725,8,musica mexicana
american contemporary classical,#1ea1a1,0.9390271751541448,0.2613333333333333,101,0.11764705882352941,0.6313725490196078,0.6313725490196078,4,classical
arab trap,#b5915d,0.15094770495546928,0.5026666666666667,101,0.7098039215686275,0.5686274509803921,0.36470588235294116,13,edm
garage pop,#cf5853,0.46188627540534366,0.20666666666666667,101,0.8117647058823529,0.34509803921568627,0.3254901960784314,12,rain
ontario indie,#9c8528,0.4440283169673441,0.3253333333333333,101,0.611764705882353,0.5215686274509804,0.1568627450980392,5,rock
cape town indie,#aa862f,0.2019639187029002,0.5346666666666666,101,0.6666666666666666,0.5254901960784314,0.1843137254901961,1,pop
folkmusik,#579d2f,0.7599908654944051,0.39066666666666666,101,0.3411764705882353,0.615686274509804,0.1843137254901961,0,easy listening
tallava,#b67d04,0.34619776204612923,0.5566666666666666,101,0.7137254901960784,0.49019607843137253,0.01568627450980392,1,pop
musica canaria,#8d8d0c,0.6279515871203472,0.5286666666666666,101,0.5529411764705883,0.5529411764705883,0.047058823529411764,11,classic rock
new isolationism,#6e8ab9,0.5610413336378168,0.23266666666666666,101,0.43137254901960786,0.5411764705882353,0.7254901960784313,3,sleep
indonesian ska,#b9841f,0.22379538707467458,0.576,101,0.7254901960784313,0.5176470588235295,0.12156862745098039,7,dance pop
virgin islands reggae,#a08c0a,0.37684402831696734,0.7453333333333333,101,0.6274509803921569,0.5490196078431373,0.0392156862745098,7,dance pop
aggrotech,#db696a,0.06129253254167618,0.37933333333333336,101,0.8588235294117647,0.4117647058823529,0.41568627450980394,13,edm
bosnian pop,#b77b02,0.4181776661338205,0.4026666666666667,101,0.7176470588235294,0.4823529411764706,0.00784313725490196,1,pop
experimental vocal,#5d8b30,0.6771865722767755,0.3313333333333333,101,0.36470588235294116,0.5450980392156862,0.18823529411764706,11,classic rock
kundalini,#509485,0.6993834208723453,0.222,101,0.3137254901960784,0.5803921568627451,0.5215686274509804,3,sleep
avant-garde,#26967e,0.932907056405572,0.252,101,0.14901960784313725,0.5882352941176471,0.49411764705882355,4,classical
czech punk,#d8620a,0.3260105046814341,0.3,101,0.8470588235294118,0.3843137254901961,0.0392156862745098,6,modern rock
arab folk,#569960,0.8322448047499429,0.40066666666666667,101,0.33725490196078434,0.6,0.3764705882352941,10,lo-fi beats
trova mexicana,#649a03,0.6907969856131537,0.5833333333333334,101,0.39215686274509803,0.6039215686274509,0.011764705882352941,9,adult standards
classic portuguese pop,#a88506,0.3064626627083809,0.542,101,0.6588235294117647,0.5215686274509804,0.023529411764705882,1,pop
sung poetry,#6f920b,0.6800182690111898,0.5026666666666667,101,0.43529411764705883,0.5725490196078431,0.043137254901960784,11,classic rock
croatian rock,#b4780d,0.3349623201644211,0.41,101,0.7058823529411765,0.47058823529411764,0.050980392156862744,1,pop
sudanese pop,#9a8b2d,0.34971454670015983,0.648,101,0.6039215686274509,0.5450980392156862,0.17647058823529413,7,dance pop
cumbia uruguaya,#a58f04,0.5121260561772094,0.652,101,0.6470588235294118,0.5607843137254902,0.01568627450980392,8,musica mexicana
russian viral pop,#ae8d0e,0.18981502626170357,0.6493333333333333,101,0.6823529411764706,0.5529411764705883,0.054901960784313725,7,dance pop
irish pub song,#668f0b,0.7187029002055264,0.5333333333333333,101,0.4,0.5607843137254902,0.043137254901960784,9,adult standards
chinese electropop,#a1901a,0.2482758620689655,0.5153333333333333,101,0.6313725490196078,0.5647058823529412,0.10196078431372549,1,pop
cuban alternative,#9d861b,0.5593971226307376,0.668,101,0.615686274509804,0.5254901960784314,0.10588235294117647,8,musica mexicana
mod revival,#bb6f1e,0.405069650605161,0.3313333333333333,101,0.7333333333333333,0.43529411764705883,0.11764705882352941,5,rock
trap metal italiana,#b7820b,0.3148664078556748,0.5226666666666666,101,0.7176470588235294,0.5098039215686274,0.043137254901960784,1,pop
cumbia ecuatoriana,#989116,0.5305777574788765,0.708,101,0.596078431372549,0.5686274509803921,0.08627450980392157,8,musica mexicana
copla,#5a960e,0.8800182690111897,0.5246666666666666,101,0.35294117647058826,0.5882352941176471,0.054901960784313725,9,adult standards
poezja spiewana,#6f9409,0.667641013930121,0.5213333333333333,101,0.43529411764705883,0.5803921568627451,0.03529411764705882,11,classic rock
jamtronica,#b88373,0.2980132450331126,0.44533333333333336,101,0.7215686274509804,0.5137254901960784,0.45098039215686275,13,edm
deep comedy,#974d08,0.8528887873943822,0.708,101,0.592156862745098,0.30196078431372547,0.03137254901960784,9,adult standards
louisville indie,#9b822d,0.5166019639187029,0.29733333333333334,101,0.6078431372549019,0.5098039215686274,0.17647058823529413,5,rock
deathrash,#ea3e54,0.41703585293445994,0.142,101,0.9176470588235294,0.24313725490196078,0.32941176470588235,12,rain
viet lo-fi,#77a359,0.37940168988353506,0.6466666666666666,101,0.4666666666666667,0.6392156862745098,0.34901960784313724,8,musica mexicana
musica popular mineira,#6f9723,0.6665448732587349,0.39266666666666666,101,0.43529411764705883,0.592156862745098,0.13725490196078433,11,classic rock
channel islands indie,#948b23,0.47156885133592147,0.3873333333333333,101,0.5803921568627451,0.5450980392156862,0.13725490196078433,5,rock
musica angolana,#ae8f0b,0.29308061201187485,0.6373333333333333,101,0.6823529411764706,0.5607843137254902,0.043137254901960784,7,dance pop
raw techno,#ce82cd,0.01808632107787166,0.8046666666666666,101,0.807843137254902,0.5098039215686274,0.803921568627451,2,deep house
african reggae,#a58907,0.27732358986069877,0.7433333333333333,101,0.6470588235294118,0.5372549019607843,0.027450980392156862,7,dance pop
reggae catala,#b98408,0.24517013016670472,0.6073333333333333,101,0.7254901960784313,0.5176470588235295,0.03137254901960784,7,dance pop
vietnamese pop,#759a06,0.5998629824160767,0.344,101,0.4588235294117647,0.6039215686274509,0.023529411764705882,11,classic rock
classic punjabi pop,#b97609,0.579721397579356,0.6606666666666666,101,0.7254901960784313,0.4627450980392157,0.03529411764705882,8,musica mexicana
dream trance,#c982a6,0.051061886275405345,0.702,101,0.788235294117647,0.5098039215686274,0.6509803921568628,2,deep house
power-pop punk,#e3531b,0.30911166933089745,0.202,101,0.8901960784313725,0.3254901960784314,0.10588235294117647,6,modern rock
brazilian house,#bc8e84,0.05804978305549212,0.7846666666666666,101,0.7372549019607844,0.5568627450980392,0.5176470588235295,2,deep house
naat,#838b01,0.7419502169445079,0.462,101,0.5137254901960784,0.5450980392156862,0.00392156862745098,11,classic rock
traditional folk,#499824,0.8896094998858187,0.6733333333333333,101,0.28627450980392155,0.596078431372549,0.1411764705882353,9,adult standards
adoracion pentecostal,#8c940b,0.5081068737154602,0.5646666666666667,101,0.5490196078431373,0.5803921568627451,0.043137254901960784,8,musica mexicana
folclore santiagueno,#858d07,0.6398264443936972,0.64,101,0.5215686274509804,0.5529411764705883,0.027450980392156862,8,musica mexicana
italian metal,#b10d87,0.4939940625713633,0.08466666666666667,101,0.6941176470588235,0.050980392156862744,0.5294117647058824,12,rain
anime latino,#c3791d,0.2,0.37,101,0.7647058823529411,0.4745098039215686,0.11372549019607843,6,modern rock
huayno,#9d8e10,0.6382735784425668,0.6346666666666667,101,0.615686274509804,0.5568627450980392,0.06274509803921569,8,musica mexicana
estonian pop,#a1882c,0.308198218771409,0.4653333333333333,101,0.6313725490196078,0.5333333333333333,0.17254901960784313,1,pop
norwegian classical,#18a4a9,0.972276775519525,0.22466666666666665,101,0.09411764705882353,0.6431372549019608,0.6627450980392157,4,classical
jersey club,#b2873b,0.10258049783055492,0.7826666666666666,101,0.6980392156862745,0.5294117647058824,0.23137254901960785,13,edm
plugg francais,#839c09,0.3114866407855675,0.6806666666666666,101,0.5137254901960784,0.611764705882353,0.03529411764705882,7,dance pop
boogaloo,#9b832c,0.6676866864580955,0.6993333333333334,101,0.6078431372549019,0.5137254901960784,0.17254901960784313,8,musica mexicana
chopped and screwed,#948908,0.3109385704498744,0.714,101,0.5803921568627451,0.5372549019607843,0.03137254901960784,7,dance pop
melbourne indie,#918a37,0.5430006850879197,0.3293333333333333,101,0.5686274509803921,0.5411764705882353,0.21568627450980393,5,rock
deathgrind,#ea2c84,0.49623201644211007,0.094,101,0.9176470588235294,0.17254901960784313,0.5176470588235295,12,rain
paisley underground,#a9781f,0.4726649920073076,0.2853333333333333,101,0.6627450980392157,0.47058823529411764,0.12156862745098039,5,rock
finnish indie,#9b864a,0.39721397579356016,0.386,101,0.6078431372549019,0.5254901960784314,0.2901960784313726,5,rock
british modern classical,#1d9c89,0.966659054578671,0.15866666666666668,101,0.11372549019607843,0.611764705882353,0.5372549019607843,4,classical
drill brasileiro,#8f920b,0.4328385476136104,0.7126666666666667,101,0.5607843137254902,0.5725490196078431,0.043137254901960784,8,musica mexicana
choral,#249d48,0.9557433203927838,0.144,101,0.1411764705882353,0.615686274509804,0.2823529411764706,0,easy listening
reading indie,#b07e31,0.2562685544644896,0.2633333333333333,101,0.6901960784313725,0.49411764705882355,0.19215686274509805,5,rock
christian afrobeat,#aa8a06,0.3405800411052752,0.6153333333333333,101,0.6666666666666666,0.5411764705882353,0.023529411764705882,7,dance pop
american post-rock,#8590c1,0.5018497373829641,0.212,101,0.5215686274509804,0.5647058823529412,0.7568627450980392,3,sleep
cornetas y tambores,#5b8aac,0.8296871431833752,0.35733333333333334,101,0.3568627450980392,0.5411764705882353,0.6745098039215687,4,classical
bristol indie,#987d5a,0.5047271066453528,0.2826666666666667,101,0.596078431372549,0.49019607843137253,0.35294117647058826,5,rock
balearic,#af8c98,0.0828042932176296,0.702,101,0.6862745098039216,0.5490196078431373,0.596078431372549,2,deep house
brega,#998e03,0.4431148664078557,0.514,101,0.6,0.5568627450980392,0.011764705882352941,1,pop
thai idol,#959109,0.32993834208723455,0.4846666666666667,101,0.5843137254901961,0.5686274509803921,0.03529411764705882,1,pop
kannada hip hop,#a68b05,0.37684402831696734,0.6666666666666666,101,0.6509803921568628,0.5450980392156862,0.0196078431372549,7,dance pop
american modern classical,#329a8f,0.9321762959579812,0.3313333333333333,101,0.19607843137254902,0.6039215686274509,0.5607843137254902,4,classical
gregorian chant,#1eac3e,0.9419502169445079,0.08333333333333333,101,0.11764705882352941,0.6745098039215687,0.24313725490196078,0,easy listening
oriental metal,#d25d5b,0.29399406257136335,0.14866666666666667,101,0.8235294117647058,0.36470588235294116,0.3568627450980392,12,rain
folklore paraguayo,#8e9228,0.6143411737839689,0.6126666666666667,101,0.5568627450980392,0.5725490196078431,0.1568627450980392,8,musica mexicana
rock piauiense,#b87916,0.3076501484357159,0.434,101,0.7215686274509804,0.4745098039215686,0.08627450980392157,1,pop
hong kong indie,#8e8a1f,0.4462662708380909,0.376,101,0.5568627450980392,0.5411764705882353,0.12156862745098039,5,rock
brass band,#818481,0.653939255537794,0.5073333333333333,101,0.5058823529411764,0.5176470588235295,0.5058823529411764,10,lo-fi beats
hokkaido indie,#c47219,0.2552180863210779,0.314,101,0.7686274509803922,0.4470588235294118,0.09803921568627451,6,modern rock
swedish metalcore,#e85517,0.13098881023064626,0.13666666666666666,101,0.9098039215686274,0.3333333333333333,0.09019607843137255,6,modern rock
arkansas hip hop,#919702,0.2646266270838091,0.748,101,0.5686274509803921,0.592156862745098,0.00784313725490196,7,dance pop
chanson quebecois,#848d09,0.6314226992464033,0.4206666666666667,101,0.5176470588235295,0.5529411764705883,0.03529411764705882,11,classic rock
gaian doom,#a37869,0.5105275176981046,0.11533333333333333,101,0.6392156862745098,0.47058823529411764,0.4117647058823529,12,rain
c86,#a97937,0.40963690340260334,0.28933333333333333,101,0.6627450980392157,0.4745098039215686,0.21568627450980393,5,rock
chanson virale,#aa8417,0.3921443251883992,0.6666666666666666,101,0.6666666666666666,0.5176470588235295,0.09019607843137255,7,dance pop
musik anak-anak,#7c9536,0.43740580041105276,0.6233333333333333,101,0.48627450980392156,0.5843137254901961,0.21176470588235294,8,musica mexicana
voidgaze,#c445af,0.4630280886047043,0.028,101,0.7686274509803922,0.27058823529411763,0.6862745098039216,12,rain
michigan indie,#8a8722,0.5774834437086093,0.37466666666666665,101,0.5411764705882353,0.5294117647058824,0.13333333333333333,11,classic rock
rap italiano old school,#b67716,0.40127883078328386,0.7006666666666667,101,0.7137254901960784,0.4666666666666667,0.08627450980392157,7,dance pop
socal indie,#a77939,0.4738068052066682,0.2866666666666667,101,0.6549019607843137,0.4745098039215686,0.2235294117647059,5,rock
irish metal,#cf565a,0.3646494633477963,0.11333333333333333,101,0.8117647058823529,0.33725490196078434,0.35294117647058826,12,rain
french indie folk,#76952f,0.5430006850879197,0.458,101,0.4627450980392157,0.5843137254901961,0.1843137254901961,11,classic rock
tanzanian pop,#ae8d03,0.5041790363096598,0.698,101,0.6823529411764706,0.5529411764705883,0.011764705882352941,8,musica mexicana
rap motywacja,#b88007,0.28673213062343,0.7273333333333334,101,0.7215686274509804,0.5019607843137255,0.027450980392156862,7,dance pop
electro dub,#a49071,0.12103219913222196,0.6793333333333333,101,0.6431372549019608,0.5647058823529412,0.44313725490196076,13,edm
canadian metalcore,#eb483c,0.22840831240009135,0.12866666666666668,101,0.9215686274509803,0.2823529411764706,0.23529411764705882,6,modern rock
bolobedu house,#a99414,0.1103448275862069,0.7906666666666666,101,0.6627450980392157,0.5803921568627451,0.0784313725490196,7,dance pop
modern uplift,#af7b13,0.2875085635989952,0.3,101,0.6862745098039216,0.4823529411764706,0.07450980392156863,5,rock
cuban rumba,#888038,0.7341858871888559,0.6646666666666666,101,0.5333333333333333,0.5019607843137255,0.2196078431372549,9,adult standards
japanese shoegaze,#b17967,0.291801781228591,0.16866666666666666,101,0.6941176470588235,0.4745098039215686,0.403921568627451,12,rain
khaleeji iraqi,#a2810b,0.5166019639187029,0.5026666666666667,101,0.6352941176470588,0.5058823529411764,0.043137254901960784,8,musica mexicana
speed garage,#c27665,0.06088147978990637,0.7646666666666667,101,0.7607843137254902,0.4627450980392157,0.396078431372549,13,edm
rumba congolaise,#b3810a,0.6059831011646495,0.6286666666666667,101,0.7019607843137254,0.5058823529411764,0.0392156862745098,8,musica mexicana
indonesian blues,#ab7b17,0.4906599680292304,0.324,101,0.6705882352941176,0.4823529411764706,0.09019607843137255,5,rock
new orleans funk,#9c7a29,0.5934688284996574,0.6793333333333333,101,0.611764705882353,0.47843137254901963,0.1607843137254902,8,musica mexicana
zespol dzieciecy,#7a971d,0.557707239095684,0.6806666666666666,101,0.47843137254901963,0.592156862745098,0.11372549019607843,8,musica mexicana
kingston on indie,#a67d28,0.4811144096825759,0.338,101,0.6509803921568628,0.49019607843137253,0.1568627450980392,5,rock
rap uruguayo,#a78913,0.33464261246860016,0.7153333333333334,101,0.6549019607843137,0.5372549019607843,0.07450980392156863,7,dance pop
handpan,#38a8d1,0.7677551952500571,0.5433333333333333,101,0.2196078431372549,0.6588235294117647,0.8196078431372549,4,classical
thai folk,#7a9419,0.5638273578442566,0.41933333333333334,101,0.47843137254901963,0.5803921568627451,0.09803921568627451,11,classic rock
early synthpop,#b57644,0.13194793331810917,0.5606666666666666,101,0.7098039215686275,0.4627450980392157,0.26666666666666666,13,edm
japanese chill rap,#a98413,0.3451016213747431,0.644,101,0.6627450980392157,0.5176470588235295,0.07450980392156863,7,dance pop
dc hardcore,#d04e40,0.49513587577072393,0.23133333333333334,101,0.8156862745098039,0.3058823529411765,0.25098039215686274,6,modern rock
batak,#9d9112,0.34172185430463575,0.37133333333333335,101,0.615686274509804,0.5686274509803921,0.07058823529411765,1,pop
downtempo bass,#a09089,0.18250742178579585,0.6193333333333333,101,0.6274509803921569,0.5647058823529412,0.5372549019607843,13,edm
blackgaze,#b45f9f,0.43955240922585065,0.064,101,0.7058823529411765,0.37254901960784315,0.6235294117647059,12,rain
peruvian indie,#9d8b2e,0.35414478191367893,0.48,101,0.615686274509804,0.5450980392156862,0.1803921568627451,1,pop
musica oaxaquena,#a48b21,0.5750627997259649,0.6873333333333334,101,0.6431372549019608,0.5450980392156862,0.12941176470588237,8,musica mexicana
karneval,#ba7205,0.3154144781913679,0.5286666666666666,101,0.7294117647058823,0.4470588235294118,0.0196078431372549,1,pop
p funk,#ad6d2d,0.32628453984928063,0.644,101,0.6784313725490196,0.42745098039215684,0.17647058823529413,7,dance pop
christian uplift,#83901d,0.45649691710436174,0.222,101,0.5137254901960784,0.5647058823529412,0.11372549019607843,5,rock
ndombolo,#c28014,0.49234985156428407,0.5786666666666667,101,0.7607843137254902,0.5019607843137255,0.0784313725490196,8,musica mexicana
hyperpop brasileiro,#9a970d,0.26019639187029003,0.6033333333333334,101,0.6039215686274509,0.592156862745098,0.050980392156862744,7,dance pop
nwocr,#d2670f,0.23096597396665905,0.19933333333333333,101,0.8235294117647058,0.403921568627451,0.058823529411764705,6,modern rock
serbian hip hop,#b78012,0.3103448275862069,0.712,101,0.7176470588235294,0.5019607843137255,0.07058823529411765,7,dance pop
beach house,#9d9faa,0.19872116921671615,0.636,101,0.615686274509804,0.6235294117647059,0.6666666666666666,2,deep house
latin house,#d16784,0.0654487325873487,0.792,101,0.8196078431372549,0.403921568627451,0.5176470588235295,2,deep house
florida death metal,#e63870,0.5041333637816853,0.12733333333333333,101,0.9019607843137255,0.2196078431372549,0.4392156862745098,12,rain
lds,#469b50,0.7896780086777803,0.27666666666666667,101,0.27450980392156865,0.6078431372549019,0.3137254901960784,0,easy listening
pakistani folk,#a17911,0.6559031742406942,0.52,101,0.6313725490196078,0.4745098039215686,0.06666666666666667,8,musica mexicana
garhwali pop,#998507,0.568394610641699,0.526,101,0.6,0.5215686274509804,0.027450980392156862,8,musica mexicana
syrian pop,#948510,0.5796757250513815,0.4246666666666667,101,0.5803921568627451,0.5215686274509804,0.06274509803921569,11,classic rock
melodic hard rock,#d06b0a,0.196117835122174,0.18933333333333333,101,0.8156862745098039,0.4196078431372549,0.0392156862745098,6,modern rock
western americana,#828e0e,0.6121488924411966,0.434,101,0.5098039215686274,0.5568627450980392,0.054901960784313725,11,classic rock
musica nayarita,#988608,0.5696277688970085,0.7313333333333333,101,0.596078431372549,0.5254901960784314,0.03137254901960784,8,musica mexicana
bluegrass gospel,#6d931d,0.6874172185430464,0.5553333333333333,101,0.42745098039215684,0.5764705882352941,0.11372549019607843,9,adult standards
rap maromba,#a08b09,0.39045444165334553,0.7333333333333333,101,0.6274509803921569,0.5450980392156862,0.03529411764705882,7,dance pop
nyhc,#e44a2d,0.4602420643982644,0.20666666666666667,101,0.8941176470588236,0.2901960784313726,0.17647058823529413,6,modern rock
bozlak,#779414,0.7561543731445536,0.4866666666666667,101,0.4666666666666667,0.5803921568627451,0.0784313725490196,9,adult standards
corridos cristianos,#a18c0e,0.531719570678237,0.6493333333333333,101,0.6313725490196078,0.5490196078431373,0.054901960784313725,8,musica mexicana
hong kong hip hop,#a4871c,0.2988810230646266,0.6493333333333333,101,0.6431372549019608,0.5294117647058824,0.10980392156862745,7,dance pop
reunion pop,#a78b13,0.4075359671157799,0.708,101,0.6549019607843137,0.5450980392156862,0.07450980392156863,7,dance pop
brazilian punk rock,#e45519,0.34733957524548986,0.218,101,0.8941176470588236,0.3333333333333333,0.09803921568627451,6,modern rock
thai viral pop,#909407,0.357067823704042,0.618,101,0.5647058823529412,0.5803921568627451,0.027450980392156862,7,dance pop
dark electro,#d1765a,0.06129253254167618,0.45,101,0.8196078431372549,0.4627450980392157,0.35294117647058826,13,edm
deep adult standards,#5a8f09,0.8038821648778259,0.44733333333333336,101,0.35294117647058826,0.5607843137254902,0.03529411764705882,9,adult standards
musica campechana,#9b9011,0.3092486869148207,0.7553333333333333,101,0.6078431372549019,0.5647058823529412,0.06666666666666667,7,dance pop
euskal rock,#ae7b13,0.4111440968257593,0.35,101,0.6823529411764706,0.4823529411764706,0.07450980392156863,5,rock
cowpunk,#c1671f,0.4575930577757479,0.29333333333333333,101,0.7568627450980392,0.403921568627451,0.12156862745098039,5,rock
yodeling,#4c960c,0.8167618177666134,0.598,101,0.2980392156862745,0.5882352941176471,0.047058823529411764,9,adult standards
mashup,#bb7d4e,0.13546471797213977,0.5746666666666667,101,0.7333333333333333,0.49019607843137253,0.3058823529411765,13,edm
ukrainian electronic,#bc8db9,0.05220369947476593,0.7513333333333333,101,0.7372549019607844,0.5529411764705883,0.7254901960784313,2,deep house
olympia wa indie,#a07650,0.5560173555606303,0.37466666666666665,101,0.6274509803921569,0.4627450980392157,0.3137254901960784,5,rock
taiwan idol pop,#b1850b,0.21292532541676182,0.44266666666666665,101,0.6941176470588235,0.5215686274509804,0.043137254901960784,1,pop
popgaze,#b07274,0.46416990180406487,0.21333333333333335,101,0.6901960784313725,0.4470588235294118,0.4549019607843137,12,rain
jirai kei,#e0691f,0.13153688056633936,0.35933333333333334,101,0.8784313725490196,0.4117647058823529,0.12156862745098039,6,modern rock
scottish folk,#62a237,0.709705412194565,0.3313333333333333,101,0.3843137254901961,0.6352941176470588,0.21568627450980393,11,classic rock
italian power metal,#d7601a,0.23155971683032656,0.14866666666666667,101,0.8431372549019608,0.3764705882352941,0.10196078431372549,6,modern rock
jamaican ska,#848a30,0.531719570678237,0.754,101,0.5176470588235295,0.5411764705882353,0.18823529411764706,8,musica mexicana
scottish metal,#de5447,0.27038136560858644,0.14066666666666666,101,0.8705882352941177,0.32941176470588235,0.2784313725490196,6,modern rock
korean singer-songwriter,#719a1a,0.6087691253710893,0.406,101,0.44313725490196076,0.6039215686274509,0.10196078431372549,11,classic rock
swedish heavy metal,#e15920,0.2494176752683261,0.15133333333333332,101,0.8823529411764706,0.34901960784313724,0.12549019607843137,6,modern rock
canzone genovese,#5e950d,0.7683032655857501,0.3973333333333333,101,0.3686274509803922,0.5843137254901961,0.050980392156862744,11,classic rock
grand rapids indie,#a47e2d,0.5075588033797671,0.338,101,0.6431372549019608,0.49411764705882355,0.17647058823529413,5,rock
flamenco guitar,#7491b2,0.8083124000913451,0.6286666666666667,101,0.4549019607843137,0.5686274509803921,0.6980392156862745,10,lo-fi beats
neue volksmusik,#87881c,0.5430006850879197,0.6073333333333333,101,0.5294117647058824,0.5333333333333333,0.10980392156862745,8,musica mexicana
queer country,#78940a,0.6015528659511304,0.3873333333333333,101,0.47058823529411764,0.5803921568627451,0.0392156862745098,11,classic rock
sevillanas,#a2820b,0.5740580041105275,0.5333333333333333,101,0.6352941176470588,0.5098039215686274,0.043137254901960784,8,musica mexicana
christian hardcore,#e0512d,0.39890385932861383,0.17733333333333334,101,0.8784313725490196,0.3176470588235294,0.17647058823529413,6,modern rock
new england emo,#b47421,0.3679835578899292,0.216,101,0.7058823529411765,0.4549019607843137,0.12941176470588237,5,rock
latvian pop,#988920,0.34733957524548986,0.5013333333333333,101,0.596078431372549,0.5372549019607843,0.12549019607843137,1,pop
polish metal,#db4f48,0.3360127883078328,0.13466666666666666,101,0.8588235294117647,0.30980392156862746,0.2823529411764706,6,modern rock
indonesian indie rock,#b97b44,0.2545786709294359,0.21333333333333335,101,0.7254901960784313,0.4823529411764706,0.26666666666666666,6,modern rock
cha-cha-cha,#7f853e,0.7355103905001141,0.644,101,0.4980392156862745,0.5215686274509804,0.24313725490196078,9,adult standards
